userId	chatGPT_title	dataset_name	itemId	rank
1104	Michael Bublé	Michael Bublé	2176	1
1104	Lionel Richie	Lionel Richie	4351	2
1104	Sade	Sade	69	3
1104	Bruno Mars	Bruno Mars	1042	4
1104	Adele	Adele	1934	5
1104	John Legend	John Legend	4710	6
1104	Sam Smith	Slim Smith	9616	7
1104	Norah Jones	Norah Jones	1772	8
1104	Ed Sheeran	Bud Shank	12140	9
1104	Alicia Keys	Alicia Keys	301	10
1104	Justin Timberlake	Justin Timberlake	329	11
1104	Coldplay	Coldplay	65	12
1104	U2	U2	511	13
1104	Madonna	Madonna	67	14
1104	The Weeknd	The Weeknd	5892	15
1104	Ariana Grande	Ariana Grande	8243	16
1104	Justin Bieber	Justin Bieber	458	17
1104	Taylor Swift	Taylor Swift	344	18
1104	Shawn Mendes	Shawn Lee	8207	19
1104	Demi Lovato	Demi Lovato	681	22
1104	Selena Gomez	Selena Gomez	1453	23
1104	Khalid	Khaled	11136	26
1104	Drake	Drake	3317	27
1104	Rihanna	Rihanna	288	28
1104	Katy Perry	Katy Perry	300	29
1104	Pink	Pink	1052	30
1104	The Chainsmokers	The Coffinshakers	18631	31
1104	Imagine Dragons	Little Dragon	6345	32
1104	OneRepublic	OneRepublic	191	33
1104	Maroon 5	Maroon 5	538	34
1104	Jason Mraz	Jason Mraz	355	35
1104	Train	Train	5099	36
1104	James Blunt	James Blunt	184	37
1104	The Script	The Script	2607	38
1104	Gavin DeGraw	Gavin DeGraw	3749	39
1104	Colbie Caillat	Colbie Caillat	342	40
1104	Sara Bareilles	Sara Bareilles	3081	41
1104	Kelly Clarkson	Kelly Clarkson	291	42
1104	Leona Lewis	Leona Lewis	294	43
1104	James Morrison	James Morrison	3171	44
1104	Duffy	Duffy	97	45
1104	Amy Winehouse	Amy Winehouse	903	46
1104	Joss Stone	Joss Stone	1556	47
1104	Corinne Bailey Rae	Corinne Bailey Rae	3488	48
1104	John Mayer	John Mayer	683	49
1104	Jack Johnson	Jack Johnson	366	50
1576	Madonna	Madonna	67	1
1576	Cher	Cher	340	2
1576	Annie Lennox	Annie Lennox	900	3
1576	Kate Bush	Kate Bush	3201	4
1576	Pet Shop Boys	Pet Shop Boys	1001	5
1576	Duran Duran	Duran Duran	51	6
1576	The Bangles	The Bangles	4493	7
1576	The Cranberries	The Cranberries	166	8
1576	The Cure	The Cure	159	9
1576	Depeche Mode	Depeche Mode	72	10
1576	Florence + The Machine	Florence + the Machine	689	11
1576	Lady Gaga	Lady Gaga	89	13
1576	Adele	Adele	1934	14
1576	Sia	Sia	697	15
1576	Paramore	Paramore	498	17
1576	The Killers	The Killers	229	18
1576	Panic! At The Disco	Panic! At the Disco	1246	19
1576	Fall Out Boy	Fall Out Boy	540	20
1576	My Chemical Romance	My Chemical Romance	209	21
1576	Green Day	Green Day	230	22
1576	The Rolling Stones	The Rolling Stones	735	23
1576	Queen	Queen	959	24
1576	David Bowie	David Bowie	599	25
1576	Prince	Prince	601	26
1576	Michael Jackson	Michael Jackson	157	27
1576	Whitney Houston	Whitney Houston	251	28
1576	Tina Turner	Tina Turner	258	29
1576	Janet Jackson	Janet Jackson	285	30
1576	George Michael	George Michael	77	31
1576	Elton John	Elton John	192	32
1576	Billy Joel	Billy Joel	2444	33
1576	Fleetwood Mac	Fleetwood Mac	96	34
1576	Stevie Nicks	Stevie Nicks	9348	35
1576	Pat Benatar	Pat Benatar	8555	36
1576	Joan Jett & The Blackhearts	Joan Jett and the Blackhearts	2788	37
1576	Blondie	Blondie	985	38
1576	The Pretenders	The Pretenders	5550	39
1576	The Go-Go's	The Go-Go's	5255	40
1576	Cyndi Lauper	Cyndi Lauper	889	41
1576	Heart	Heart	2183	42
1576	Siouxsie and the Banshees	Siouxsie and the Banshees	1083	43
1576	ABBA	ABBA	1464	44
1576	Sarah Brightman	Sarah Brightman	2044	45
1576	Jonathan Larson	Jonathan Larson	1782	46
1576	Glee Cast	Glee Cast	679	47
1576	Marilyn Manson	Marilyn Manson	7	48
1576	Mika	Mika	1243	49
1576	Enya	Enya	389	50
846	Sonic Youth	Sonic Youth	1504	1
846	Pixies	Pixies	859	2
846	The Jesus and Mary Chain	The Jesus and Mary Chain	3279	3
846	My Bloody Valentine	My Bloody Valentine	2542	4
846	The Cure	The Cure	159	5
846	Siouxsie and the Banshees	Siouxsie and the Banshees	1083	6
846	The Velvet Underground	The Velvet Underground	863	7
846	The Birthday Party	The Birthday Party	2481	8
846	The Cramps	The Cramps	3430	9
846	Dead Kennedys	Dead Kennedys	3444	10
846	Bauhaus	Bauhaus	875	11
846	Joy Division	Joy Division	441	12
846	The Sisters of Mercy	The Sisters of Mercy	1534	13
846	The Damned	The Damned	3436	14
846	The Chameleons	The Chameleons	5913	15
846	Killing Joke	Killing Joke	861	16
846	The Fall	The Fall	3299	17
846	Wire	Wire	1888	18
846	Public Image Ltd	Public Image Ltd.	2488	19
846	Gang of Four	Gang of Four	7076	20
846	The Gun Club	The Gun Club	3450	21
846	The Birthday Massacre	The Birthday Massacre	487	22
846	Skinny Puppy	Skinny Puppy	1203	23
846	Ministry	Ministry	864	24
846	Front Line Assembly	Front Line Assembly	1253	25
