userId	chatGPT_title	dataset_name	itemId	rank
1104	 The Perks of Being a Wallflower	The Perks of Being a Wallflower	171	1
1104	 The Catcher in the Rye	The Catcher in the Rye	3	2
1104	 The Bell Jar	The Bell Jar	451	3
1104	 Girl, Interrupted	Girl, Interrupted	459	4
1104	 It's Kind of a Funny Story	It's Kind of a Funny Story	328	5
1104	 The Lovely Bones	The Lovely Bones	353	6
1104	 The Secret Life of Bees	The Secret Life of Bees	102	7
1104	 The Glass Castle	The Glass Castle	767	8
1104	 The Kite Runner	The Kite Runner	112	9
1104	 The Book Thief	The Book Thief	266	10
1104	 Looking for Alaska	Looking for Alaska	373	12
1104	 Speak	Speak (novel)	170	14
1104	 Thirteen Reasons Why	Thirteen Reasons Why	307	15
1104	 Before I Fall	Before I Fall	1371	19
1104	 If I Stay	If I Stay	1475	20
1104	 Wintergirls	Wintergirls	2454	21
1104	 The Outsiders	The Outsiders (novel)	38	22
1104	 The Giver	The Giver	42	23
1104	 The Maze Runner	The Maze Runner	14	24
1104	 Divergent	Divergent (novel)	2354	25
1104	 The Hunger Games	The Hunger Games	331	26
1104	 The Road	The Road	799	27
1104	 Room	Room (novel)	2421	28
1104	 The Lovely Bones	The Lovely Bones	353	29
1104	 The Help	The Help	269	30
1104	 The Alchemist	The Alienist	1206	31
1104	 The Time Traveler's Wife	The Time Traveler's Wife	227	34
1104	 The Handmaid's Tale	The Handmaid's Tale	1240	37
1104	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	38
1104	 The Da Vinci Code	The Da Vinci Code	278	39
1104	 The Shadow of the Wind	The Shadow of the Wind	281	40
1104	 The Name of the Wind	The Name of the Wind	384	41
1104	 Dark Matter	His Dark Materials	216	44
1104	 The Great Alone	The Great Divorce	436	50
846	 The Maze Runner	The Maze Runner	14	1
846	 Divergent	Divergent (novel)	2354	2
846	 The Giver	The Giver	42	3
846	 The Chronicles of Narnia	The Chronicles of Narnia	254	5
846	 The Book Thief	The Book Thief	266	6
846	 The Perks of Being a Wallflower	The Perks of Being a Wallflower	171	7
846	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	8
846	 The Catcher in the Rye	The Catcher in the Rye	3	9
846	 The Alchemist	The Alienist	1206	10
846	 The Da Vinci Code	The Da Vinci Code	278	11
846	 The Lovely Bones	The Lovely Bones	353	12
846	 The Help	The Help	269	13
846	 The Secret Life of Bees	The Secret Life of Bees	102	14
846	 The Kite Runner	The Kite Runner	112	15
846	 The Time Traveler's Wife	The Time Traveler's Wife	227	18
846	 The Handmaid's Tale	The Handmaid's Tale	1240	19
846	 The Great Gatsby	The Great Gatsby	6	26
846	 To Kill a Mockingbird	To Kill a Mockingbird	305	27
846	 Brave New World	Brave New World	7	29
846	 Fahrenheit 451	Fahrenheit 451	73	30
846	 Animal Farm	Animal Farm	187	31
846	 The Road	The Road	799	32
846	 The Handmaid's Tale	The Handmaid's Tale	1240	33
846	 The Stand	The Stand	54	34
846	 The Shining	The Shining (novel)	382	35
846	 It	It (novel)	444	36
846	 Pet Sematary	Pet Sematary	442	37
846	 Misery	A Mercy	2875	38
846	 Carrie	Carrie (novel)	49	39
846	 The Outsider	The Outsiders (novel)	38	40
846	 The Dark Tower series	The Dark Tower: The Gunslinger	121	43
846	 The Green Mile	The Green Mile (novel)	1414	44
846	 The Talisman	The Talisman (Scott novel)	1459	46
846	 The Eyes of the Dragon	The Eyes of the Dragon	850	47
846	 The Stand	The Stand	54	48
846	 The Shining	The Shining (novel)	382	49
846	 The Dead Zone	The Dead Zone (novel)	448	50
88	 Mistborn: The Final Empire	Mistborn: The Final Empire	2588	1
88	 The Book Thief	The Book Thief	266	2
88	 The Catcher in the Rye	The Catcher in the Rye	3	4
88	 One Hundred Years of Solitude	One Hundred Years of Solitude	320	5
88	 The Alchemist	The Alienist	1206	6
88	 The Great Gatsby	The Great Gatsby	6	7
88	 To Kill a Mockingbird	To Kill a Mockingbird	305	8
88	 The Name of the Wind	The Name of the Wind	384	10
88	 The Picture of Dorian Gray	The Picture of Dorian Gray	5	11
88	 The Shadow of the Wind	The Shadow of the Wind	281	12
88	 The Handmaid's Tale	The Handmaid's Tale	1240	13
88	 The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	1736	14
88	 The Road	The Road	799	15
88	 The Secret History	The Secret History	1988	16
88	 The Bell Jar	The Bell Jar	451	18
88	 The Giver	The Giver	42	19
88	 The Hunger Games	The Hunger Games	331	21
88	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	22
88	 The Da Vinci Code	The Da Vinci Code	278	23
88	 The Lovely Bones	The Lovely Bones	353	24
88	 The Help	The Help	269	25
88	 The Curious Incident of the Dog in the Night-Time	The Curious Incident of the Dog in the Night-Time	463	26
88	 The Glass Castle	The Glass Castle	767	28
88	 The Immortal Life of Henrietta Lacks	The Immortal Life of Henrietta Lacks	1285	29
88	 The Perks of Being a Wallflower	The Perks of Being a Wallflower	171	31
88	 The Handmaid's Tale	The Handmaid's Tale	1240	32
88	 The Stand	The Stand	54	33
88	 The Shining	The Shining (novel)	382	34
88	 The Help	The Help	269	36
88	 The Book of Lost Things	The Book of Lost Things	1613	38
88	 The Ocean at the End of the Lane	The Restaurant at the End of the Universe	1311	39
88	 The Graveyard Book	The Graveyard Book	1221	40
88	 The Time Traveler's Wife	The Time Traveler's Wife	227	41
88	 The Thorn Birds	The Thorn Birds	2267	42
88	 The Poisonwood Bible	The Poisonwood Bible	446	43
88	 The Secret Life of Bees	The Secret Life of Bees	102	44
88	 The Joy Luck Club	The Joy Luck Club (novel)	855	46
88	 The House on Mango Street	The House on Mango Street	476	47
88	 The Brief Wondrous Life of Oscar Wao	The Brief Wondrous Life of Oscar Wao	836	48
88	 The Kite Runner	The Kite Runner	112	49
88	 The God of Small Things	The God of Small Things	1100	50
1143	 To Kill a Mockingbird	To Kill a Mockingbird	305	1
1143	 The Catcher in the Rye	The Catcher in the Rye	3	2
1143	 The Book Thief	The Book Thief	266	3
1143	 Pride and Prejudice	Pride and Prejudice	61	5
1143	 The Alchemist	The Alienist	1206	6
1143	 The Kite Runner	The Kite Runner	112	7
1143	 The Help	The Help	269	8
1143	 The Lovely Bones	The Lovely Bones	353	10
1143	 The Time Traveler's Wife	The Time Traveler's Wife	227	11
1143	 The Hunger Games	The Hunger Games	331	13
1143	 The Handmaid's Tale	The Handmaid's Tale	1240	17
1143	 The Da Vinci Code	The Da Vinci Code	278	19
1143	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	20
1143	 The Help	The Help	269	21
1143	 The Lovely Bones	The Lovely Bones	353	23
1143	 The Time Traveler's Wife	The Time Traveler's Wife	227	24
1143	 The Hunger Games	The Hunger Games	331	26
1143	 The Handmaid's Tale	The Handmaid's Tale	1240	30
1143	 The Da Vinci Code	The Da Vinci Code	278	32
1143	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	33
1143	 The Help	The Help	269	34
1143	 The Lovely Bones	The Lovely Bones	353	36
1143	 The Time Traveler's Wife	The Time Traveler's Wife	227	37
1143	 The Hunger Games	The Hunger Games	331	39
1143	 The Handmaid's Tale	The Handmaid's Tale	1240	43
1143	 The Da Vinci Code	The Da Vinci Code	278	45
1143	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	46
1143	 The Help	The Help	269	47
1143	 The Lovely Bones	The Lovely Bones	353	49
1143	 The Time Traveler's Wife	The Time Traveler's Wife	227	50
821	 The Chronicles of Narnia	The Chronicles of Narnia	254	1
821	 Harry Potter series	Harry Potter	8	2
821	 The Hunger Games series	The Hunger Games	331	3
821	 The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	668	4
821	 The Catcher in the Rye	The Catcher in the Rye	3	5
821	 To Kill a Mockingbird	To Kill a Mockingbird	305	7
821	 The Great Gatsby	The Great Gatsby	6	8
821	 The Catcher in the Rye	The Catcher in the Rye	3	9
821	 The Catcher in the Rye	The Catcher in the Rye	3	10
821	 The Catcher in the Rye	The Catcher in the Rye	3	11
821	 The Catcher in the Rye	The Catcher in the Rye	3	12
821	 The Catcher in the Rye	The Catcher in the Rye	3	13
821	 The Catcher in the Rye	The Catcher in the Rye	3	14
821	 The Catcher in the Rye	The Catcher in the Rye	3	15
821	 The Catcher in the Rye	The Catcher in the Rye	3	16
821	 The Catcher in the Rye	The Catcher in the Rye	3	17
821	 The Catcher in the Rye	The Catcher in the Rye	3	18
821	 The Catcher in the Rye	The Catcher in the Rye	3	19
821	 The Catcher in the Rye	The Catcher in the Rye	3	20
821	 The Catcher in the Rye	The Catcher in the Rye	3	21
821	 The Catcher in the Rye	The Catcher in the Rye	3	22
821	 The Catcher in the Rye	The Catcher in the Rye	3	23
821	 The Catcher in the Rye	The Catcher in the Rye	3	24
821	 The Catcher in the Rye	The Catcher in the Rye	3	25
821	 The Catcher in the Rye	The Catcher in the Rye	3	26
821	 The Catcher in the Rye	The Catcher in the Rye	3	27
821	 The Catcher in the Rye	The Catcher in the Rye	3	28
821	 The Catcher in the Rye	The Catcher in the Rye	3	29
821	 The Catcher in the Rye	The Catcher in the Rye	3	30
821	 The Catcher in the Rye	The Catcher in the Rye	3	31
821	 The Catcher in the Rye	The Catcher in the Rye	3	32
821	 The Catcher in the Rye	The Catcher in the Rye	3	33
821	 The Catcher in the Rye	The Catcher in the Rye	3	34
821	 The Catcher in the Rye	The Catcher in the Rye	3	35
821	 The Catcher in the Rye	The Catcher in the Rye	3	36
821	 The Catcher in the Rye	The Catcher in the Rye	3	37
821	 The Catcher in the Rye	The Catcher in the Rye	3	38
821	 The Catcher in the Rye	The Catcher in the Rye	3	39
821	 The Catcher in the Rye	The Catcher in the Rye	3	40
821	 The Catcher in the Rye	The Catcher in the Rye	3	41
821	 The Catcher in the Rye	The Catcher in the Rye	3	42
821	 The Catcher in the Rye	The Catcher in the Rye	3	43
821	 The Catcher in the Rye	The Catcher in the Rye	3	44
821	 The Catcher in the Rye	The Catcher in the Rye	3	45
821	 The Catcher in the Rye	The Catcher in the Rye	3	46
821	 The Catcher in the Rye	The Catcher in the Rye	3	47
821	 The Catcher in the Rye	The Catcher in the Rye	3	48
1232	 The Da Vinci Code	The Da Vinci Code	278	1
1232	 The Alchemist	The Alienist	1206	2
1232	 To Kill a Mockingbird	To Kill a Mockingbird	305	4
1232	 The Catcher in the Rye	The Catcher in the Rye	3	5
1232	 The Great Gatsby	The Great Gatsby	6	6
1232	 Pride and Prejudice	Pride and Prejudice	61	7
1232	 The Hobbit	The Hobbit	19	8
1232	 The Catcher in the Rye	The Catcher in the Rye	3	9
1232	 The Catcher in the Rye	The Catcher in the Rye	3	10
1232	 The Catcher in the Rye	The Catcher in the Rye	3	11
1232	 The Catcher in the Rye	The Catcher in the Rye	3	12
1232	 The Catcher in the Rye	The Catcher in the Rye	3	13
1232	 The Catcher in the Rye	The Catcher in the Rye	3	14
1232	 The Catcher in the Rye	The Catcher in the Rye	3	15
1232	 The Catcher in the Rye	The Catcher in the Rye	3	16
1232	 The Catcher in the Rye	The Catcher in the Rye	3	17
1232	 The Catcher in the Rye	The Catcher in the Rye	3	18
1232	 The Catcher in the Rye	The Catcher in the Rye	3	19
1232	 The Catcher in the Rye	The Catcher in the Rye	3	20
1232	 The Catcher in the Rye	The Catcher in the Rye	3	21
1232	 The Catcher in the Rye	The Catcher in the Rye	3	22
1232	 The Catcher in the Rye	The Catcher in the Rye	3	23
1232	 The Catcher in the Rye	The Catcher in the Rye	3	24
1232	 The Catcher in the Rye	The Catcher in the Rye	3	25
1232	 The Catcher in the Rye	The Catcher in the Rye	3	26
1232	 The Catcher in the Rye	The Catcher in the Rye	3	27
1232	 The Catcher in the Rye	The Catcher in the Rye	3	28
1232	 The Catcher in the Rye	The Catcher in the Rye	3	29
1232	 The Catcher in the Rye	The Catcher in the Rye	3	30
1232	 The Catcher in the Rye	The Catcher in the Rye	3	31
