userId	chatGPT_title	dataset_name	itemId	rank
1104	Lady Gaga	Lady Gaga	89	1
1104	Britney Spears	Britney Spears	289	2
1104	Beyoncé	Beyoncé	295	3
1104	Christina Aguilera	Christina Aguilera	292	4
1104	Madonna	Madonna	67	5
1104	Rihanna	Rihanna	288	6
1104	Shakira	Shakira	701	7
1104	Kylie Minogue	Kylie Minogue	55	8
1104	Katy Perry	Katy Perry	300	9
1104	Taylor Swift	Taylor Swift	344	10
1104	Avril Lavigne	Avril Lavigne	333	11
1104	Miley Cyrus	Miley Cyrus	461	12
1104	Pink Floyd	Pink Floyd	163	13
1104	U2	U2	511	14
1104	Muse	Muse	190	15
1104	30 Seconds to Mars	30 Seconds to Mars	486	16
1104	Paramore	Paramore	498	17
1104	Evanescence	Evanescence	378	18
1104	Glee Cast	Glee Cast	679	19
1104	The Beatles	The Beatles	227	20
1104	Depeche Mode	Depeche Mode	72	21
1104	Radiohead	Radiohead	154	22
1104	Coldplay	Coldplay	65	23
1104	Duran Duran	Duran Duran	51	24
1104	The Killers	The Killers	229	25
1104	Arctic Monkeys	Arctic Monkeys	207	26
1104	Placebo	Placebo	173	27
1104	Nirvana	Nirvana	234	28
1104	Linkin Park	Linkin Park	377	29
1104	Metallica	Metallica	707	30
1104	Iron Maiden	Iron Maiden	917	31
1104	Led Zeppelin	Led Zeppelin	1412	32
1104	Michael Jackson	Michael Jackson	157	33
1104	Pearl Jam	Pearl Jam	614	34
1104	Nine Inch Nails	Nine Inch Nails	233	35
1104	System of a Down	System of a Down	198	36
1104	Daft Punk	Daft Punk	56	37
1104	Amy Winehouse	Amy Winehouse	903	38
1104	Kelly Clarkson	Kelly Clarkson	291	39
1104	P!nk	P!nk	302	40
1104	All Time Low	All Time Low	687	41
1104	Avenged Sevenfold	Avenged Sevenfold	1672	42
1104	Black Eyed Peas	Black Eyed Peas	306	43
1104	My Chemical Romance	My Chemical Romance	209	44
1104	Green Day	Green Day	230	45
1104	The Cure	The Cure	159	46
1104	a-ha	a-ha	187	47
1104	Blur	Blur	203	48
1104	Ke$ha	Ke$ha	466	49
1104	Nine Inch Nails	Nine Inch Nails	233	50
1576	Muse	Muse	190	1
1576	Glee Cast	Glee Cast	679	2
1576	Lady Gaga	Lady Gaga	89	3
1576	Madonna	Madonna	67	4
1576	Rihanna	Rihanna	288	5
1576	Britney Spears	Britney Spears	289	6
1576	Christina Aguilera	Christina Aguilera	292	7
1576	Depeche Mode	Depeche Mode	72	8
1576	Paramore	Paramore	498	9
1576	Katy Perry	Katy Perry	300	10
1576	Taylor Swift	Taylor Swift	344	11
1576	Beyoncé	Beyoncé	295	12
1576	Avril Lavigne	Avril Lavigne	333	13
1576	Shakira	Shakira	701	14
1576	The Beatles	The Beatles	227	15
1576	30 Seconds to Mars	30 Seconds to Mars	486	16
1576	U2	U2	511	17
1576	Evanescence	Evanescence	378	18
1576	Miley Cyrus	Miley Cyrus	461	19
1576	Pink Floyd	Pink Floyd	163	20
1576	Kylie Minogue	Kylie Minogue	55	21
1576	Radiohead	Radiohead	154	22
1576	Ke$ha	Ke$ha	466	23
1576	Duran Duran	Duran Duran	51	24
1576	Coldplay	Coldplay	65	25
1576	Blur	Blur	203	26
1576	Arctic Monkeys	Arctic Monkeys	207	27
1576	Placebo	Placebo	173	28
1576	The Killers	The Killers	229	29
1576	Nirvana	Nirvana	234	30
1576	Iron Maiden	Iron Maiden	917	31
1576	Amy Winehouse	Amy Winehouse	903	32
1576	Led Zeppelin	Led Zeppelin	1412	33
1576	Metallica	Metallica	707	34
1576	Michael Jackson	Michael Jackson	157	35
1576	Pearl Jam	Pearl Jam	614	36
1576	a-ha	a-ha	187	37
1576	Björk	Björk	1098	38
1576	System of a Down	System of a Down	198	39
1576	Daft Punk	Daft Punk	56	40
1576	Nine Inch Nails	Nine Inch Nails	233	41
1576	Linkin Park	Linkin Park	377	42
1576	Kelly Clarkson	Kelly Clarkson	291	43
1576	All Time Low	All Time Low	687	44
1576	P!nk	P!nk	302	45
1576	Avenged Sevenfold	Avenged Sevenfold	1672	46
1576	Black Eyed Peas	Black Eyed Peas	306	47
1576	My Chemical Romance	My Chemical Romance	209	48
1576	Green Day	Green Day	230	49
1576	The Cure	The Cure	159	50
846	Nirvana	Nirvana	234	1
846	The Smiths	The Smiths	429	2
846	Joy Division	Joy Division	441	3
846	Bauhaus	Bauhaus	875	4
846	Mudhoney	Mudhoney	4359	5
846	Alice in Chains	Alice in Chains	854	6
846	Swans	Swans	5299	7
846	Melvins	Melvins	1202	8
846	Einstürzende Neubauten	Einstürzende Neubauten	631	9
846	Captain Beefheart & His Magic Band	Captain Beefheart & His Magic Band	2475	10
846	The Residents	The Residents	2026	11
846	Coil	Coil	2030	12
846	Alien Sex Fiend	Alien Sex Fiend	3431	13
846	Crystal Castles	Crystal Castles	757	14
846	Gorillaz	Gorillaz	88	15
846	Misfits	Misfits	1206	16
846	Venetian Snares	Venetian Snares	1222	17
846	Placebo	Placebo	173	18
846	Frank Zappa	Frank Zappa	2624	19
846	The Beatles	The Beatles	227	20
846	Radiohead	Radiohead	154	21
846	Muse	Muse	190	22
846	Pink Floyd	Pink Floyd	163	23
846	The Killers	The Killers	229	24
846	Iron Maiden	Iron Maiden	917	25
846	Metallica	Metallica	707	26
846	Pearl Jam	Pearl Jam	614	27
846	Led Zeppelin	Led Zeppelin	1412	28
846	Nine Inch Nails	Nine Inch Nails	233	29
846	System of a Down	System of a Down	198	30
846	Daft Punk	Daft Punk	56	31
846	Linkin Park	Linkin Park	377	32
846	My Chemical Romance	My Chemical Romance	209	33
846	Green Day	Green Day	230	34
846	The Cure	The Cure	159	35
846	Depeche Mode	Depeche Mode	72	36
846	U2	U2	511	37
846	Madonna	Madonna	67	38
846	Lady Gaga	Lady Gaga	89	39
846	Rihanna	Rihanna	288	40
846	Beyoncé	Beyoncé	295	41
846	Christina Aguilera	Christina Aguilera	292	42
846	Katy Perry	Katy Perry	300	43
846	Avril Lavigne	Avril Lavigne	333	44
846	Taylor Swift	Taylor Swift	344	45
846	Paramore	Paramore	498	46
846	Evanescence	Evanescence	378	47
846	Glee Cast	Glee Cast	679	48
846	Britney Spears	Britney Spears	289	49
846	Shakira	Shakira	701	50
1908	Madonna	Madonna	67	1
1908	Britney Spears	Britney Spears	289	2
1908	Christina Aguilera	Christina Aguilera	292	3
1908	Beyoncé	Beyoncé	295	4
1908	Rihanna	Rihanna	288	5
1908	Michael Jackson	Michael Jackson	157	6
1908	Shakira	Shakira	701	7
1908	The Beatles	The Beatles	227	8
1908	Lady Gaga	Lady Gaga	89	9
1908	Katy Perry	Katy Perry	300	10
1908	U2	U2	511	11
1908	Coldplay	Coldplay	65	12
1908	Muse	Muse	190	13
1908	Paramore	Paramore	498	14
1908	Pink Floyd	Pink Floyd	163	15
1908	Depeche Mode	Depeche Mode	72	16
1908	Avril Lavigne	Avril Lavigne	333	17
1908	Taylor Swift	Taylor Swift	344	18
1908	30 Seconds to Mars	30 Seconds to Mars	486	19
1908	Evanescence	Evanescence	378	20
1908	Glee Cast	Glee Cast	679	21
1908	Miley Cyrus	Miley Cyrus	461	22
1908	Ke$ha	Ke$ha	466	23
1908	Kylie Minogue	Kylie Minogue	55	24
1908	Radiohead	Radiohead	154	25
1908	Duran Duran	Duran Duran	51	26
1908	Arctic Monkeys	Arctic Monkeys	207	27
1908	Placebo	Placebo	173	28
1908	The Killers	The Killers	229	29
1908	Nirvana	Nirvana	234	30
1908	Iron Maiden	Iron Maiden	917	31
1908	Amy Winehouse	Amy Winehouse	903	32
1908	Led Zeppelin	Led Zeppelin	1412	33
1908	Metallica	Metallica	707	34
1908	Pearl Jam	Pearl Jam	614	35
1908	a-ha	a-ha	187	36
1908	Björk	Björk	1098	37
1908	System of a Down	System of a Down	198	38
1908	Daft Punk	Daft Punk	56	39
1908	Nine Inch Nails	Nine Inch Nails	233	40
1908	Linkin Park	Linkin Park	377	41
1908	Kelly Clarkson	Kelly Clarkson	291	42
1908	All Time Low	All Time Low	687	43
1908	P!nk	P!nk	302	44
1908	Avenged Sevenfold	Avenged Sevenfold	1672	45
1908	Black Eyed Peas	Black Eyed Peas	306	46
1908	My Chemical Romance	My Chemical Romance	209	47
1908	Green Day	Green Day	230	48
1908	The Cure	The Cure	159	49
1908	Blur	Blur	203	50
88	Radiohead	Radiohead	154	1
88	The Beatles	The Beatles	227	2
88	Pink Floyd	Pink Floyd	163	3
88	Arcade Fire	Arcade Fire	199	4
88	The Velvet Underground	The Velvet Underground	863	5
88	Nirvana	Nirvana	234	6
88	Muse	Muse	190	7
88	The Killers	The Killers	229	8
88	Coldplay	Coldplay	65	9
88	The Cure	The Cure	159	10
