userId	chatGPT_title	dataset_name	itemId	rank
88	Lord of the Rings: The Fellowship of the Ring, The (2001)	Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	1
88	Shawshank Redemption, The (1994)	Shawshank Redemption, The (1994)	318	2
88	Dark Knight, The (2008)	Dark Knight, The (2008)	58559	3
88	Star Wars: Episode IV - A New Hope (1977)	Star Wars: Episode IV - A New Hope (1977)	260	4
88	Matrix, The (1999)	Matrix, The (1999)	2571	5
88	Inception (2010)	Inception (2010)	79132	6
88	Usual Suspects, The (1995)	Usual Suspects, The (1995)	50	7
88	Memento (2000)	Memento (2000)	4226	8
88	Silence of the Lambs, The (1991)	Silence of the Lambs, The (1991)	593	9
88	Schindler's List (1993)	Schindler's List (1993)	527	10
88	Aliens (1986)	Aliens (1986)	1200	11
88	Terminator 2: Judgment Day (1991)	Terminator 2: Judgment Day (1991)	589	12
88	Pulp Fiction (1994)	Pulp Fiction (1994)	296	13
88	Sixth Sense, The (1999)	Sixth Sense, The (1999)	2762	14
88	Jurassic Park (1993)	Jurassic Park (1993)	480	15
88	Forrest Gump (1994)	Forrest Gump (1994)	356	16
88	Braveheart (1995)	Braveheart (1995)	110	17
88	Beauty and the Beast (1991)	Beauty and the Beast (1991)	595	18
88	Finding Nemo (2003)	Finding Nemo (2003)	6377	19
88	Lion King, The (1994)	Lion King, The (1994)	364	20
88	Fargo (1996)	Fargo (1996)	608	21
88	Chinatown (1974)	Chinatown (1974)	1252	22
88	Back to the Future Part III (1990)	Back to the Future Part III (1990)	2012	23
88	Dark City (1998)	Dark City (1998)	1748	24
88	L.A. Confidential (1997)	L.A. Confidential (1997)	1617	25
88	Shrek (2001)	Shrek (2001)	4306	26
88	Sin City (2005)	Sin City (2005)	32587	27
88	Roger & Me (1989)	Roger & Me (1989)	2064	28
88	Maltese Falcon, The (1941)	Maltese Falcon, The (1941)	913	29
88	Princess Bride, The (1987)	Princess Bride, The (1987)	1197	30
88	Wizard of Oz, The (1939)	Wizard of Oz, The (1939)	919	31
88	Super Size Me (2004)	Super Size Me (2004)	8464	32
88	Apollo 13 (1995)	Apollo 13 (1995)	150	33
88	Fahrenheit 9/11 (2004)	Fahrenheit 9/11 (2004)	8622	34
88	Bowling for Columbine (2002)	Bowling for Columbine (2002)	5669	35
88	Tombstone (1993)	Tombstone (1993)	553	36
88	American Beauty (1999)	American Beauty (1999)	2858	37
88	Star Wars: Episode V - The Empire Strikes Back (1980)	Star Wars: Episode V - The Empire Strikes Back (1980)	1196	38
88	Seven (a.k.a. Se7en) (1995)	Seven (a.k.a. Se7en) (1995)	47	39
88	Willy Wonka & the Chocolate Factory (1971)	Willy Wonka & the Chocolate Factory (1971)	1073	40
88	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	41
88	Alien (1979)	Alien (1979)	1214	42
88	Lord of the Rings: The Two Towers, The (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	43
88	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	44
88	Big Lebowski, The (1998)	Big Lebowski, The (1998)	1732	45
88	Fear and Loathing in Las Vegas (1998)	Fear and Loathing in Las Vegas (1998)	1884	46
88	Poltergeist (1982)	Poltergeist (1982)	1994	47
88	Almost Famous (2000)	Almost Famous (2000)	3897	48
88	Boondock Saints, The (2000)	Boondock Saints, The (2000)	3275	49
88	Jacob's Ladder (1990)	Jacob's Ladder (1990)	3476	50
593	The Lord of the Rings: The Fellowship of the Ring (2001)	Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	1
593	The Lord of the Rings: The Two Towers (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	2
593	The Lord of the Rings: The Return of the King (2003)	Lord of the Rings: The Return of the King, The (2003)	7153	3
593	Star Wars: Episode IV - A New Hope (1977)	Star Wars: Episode IV - A New Hope (1977)	260	4
593	Star Wars: Episode V - The Empire Strikes Back (1980)	Star Wars: Episode V - The Empire Strikes Back (1980)	1196	5
593	Gladiator (2000)	Gladiator (2000)	3578	6
593	American Beauty (1999)	American Beauty (1999)	2858	7
593	The Matrix (1999)	Matrix, The (1999)	2571	8
593	Fight Club (1999)	Fight Club (1999)	2959	9
593	Schindler's List (1993)	Schindler's List (1993)	527	10
593	The Shawshank Redemption (1994)	Shawshank Redemption, The (1994)	318	11
593	Pulp Fiction (1994)	Pulp Fiction (1994)	296	12
593	The Sixth Sense (1999)	Sixth Sense, The (1999)	2762	13
593	The Dark Knight (2008)	Dark Knight, The (2008)	58559	14
593	Inception (2010)	Inception (2010)	79132	15
593	The Silence of the Lambs (1991)	The Silence of the Hams (1994)	135937	16
593	Forrest Gump (1994)	Forrest Gump (1994)	356	17
593	Braveheart (1995)	Braveheart (1995)	110	18
593	Saving Private Ryan (1998)	Saving Private Ryan (1998)	2028	19
593	Fargo (1996)	Fargo (1996)	608	20
593	Finding Nemo (2003)	Finding Nemo (2003)	6377	21
593	The Shining (1980)	The Shining (1997)	180263	22
593	The Lion King (1994)	The Monkey King (1964)	134019	23
593	Beauty and the Beast (1991)	Beauty and the Beast (1991)	595	24
593	Aladdin (1992)	Aladdin (1992)	588	25
593	Terminator 2: Judgment Day (1991)	Terminator 2: Judgment Day (1991)	589	26
593	Dances with Wolves (1990)	Dances with Wolves (1990)	590	27
593	Jurassic Park (1993)	Jurassic Park (1993)	480	28
593	Back to the Future Part III (1990)	Back to the Future Part III (1990)	2012	29
593	Dark City (1998)	Dark City (1998)	1748	30
593	L.A. Confidential (1997)	L.A. Confidential (1997)	1617	31
593	Shrek (2001)	Shrek (2001)	4306	32
593	The Princess Bride (1987)	Princess Bride, The (1987)	1197	33
593	Aliens (1986)	Aliens (1986)	1200	34
593	Seven (1995)	Selena (1997)	1487	35
593	Fahrenheit 9/11 (2004)	Fahrenheit 9/11 (2004)	8622	36
593	The Usual Suspects (1995)	Usual Suspects, The (1995)	50	37
593	Willy Wonka & the Chocolate Factory (1971)	Willy Wonka & the Chocolate Factory (1971)	1073	38
593	Bowling for Columbine (2002)	Bowling for Columbine (2002)	5669	39
593	Twelve Monkeys (1995)	B. Monkey (1998)	1770	40
593	The Wizard of Oz (1939)	Wizard of Oz, The (1939)	919	41
593	Apollo 13 (1995)	Apollo 13 (1995)	150	42
593	The Maltese Falcon (1941)	Maltese Falcon, The (1941)	913	43
593	Roger & Me (1989)	Roger & Me (1989)	2064	44
593	Super Size Me (2004)	Super Size Me (2004)	8464	45
593	Memento (2000)	Memento (2000)	4226	46
593	Toy Story (1995)	Toy Story (1995)	1	47
593	The Godfather: Part II (1974)	Godfather: Part II, The (1974)	1221	48
593	The Good, the Bad and the Ugly (1966)	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	49
593	Casablanca (1942)	Casablanca (1942)	912	50
483	Inception (2010)	Inception (2010)	79132	1
483	Pulp Fiction (1994)	Pulp Fiction (1994)	296	2
483	Schindler's List (1993)	Schindler's List (1993)	527	3
483	Star Wars: Episode IV - A New Hope (1977)	Star Wars: Episode IV - A New Hope (1977)	260	4
483	The Matrix (1999)	Matrix, The (1999)	2571	5
483	The Lord of the Rings: The Fellowship of the Ring (2001)	Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	6
483	The Shawshank Redemption (1994)	Shawshank Redemption, The (1994)	318	7
483	The Dark Knight (2008)	Dark Knight, The (2008)	58559	8
483	Fight Club (1999)	Fight Club (1999)	2959	9
483	The Usual Suspects (1995)	Usual Suspects, The (1995)	50	10
483	The Silence of the Lambs (1991)	The Silence of the Hams (1994)	135937	11
483	The Sixth Sense (1999)	Sixth Sense, The (1999)	2762	12
483	The Princess Bride (1987)	Princess Bride, The (1987)	1197	13
483	The Good, the Bad and the Ugly (1966)	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	14
483	The Lord of the Rings: The Two Towers (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	15
483	The Alien (1979)	Alien (1979)	1214	16
483	Star Wars: Episode V - The Empire Strikes Back (1980)	Star Wars: Episode V - The Empire Strikes Back (1980)	1196	17
483	Saving Private Ryan (1998)	Saving Private Ryan (1998)	2028	18
483	Fargo (1996)	Fargo (1996)	608	19
483	Forrest Gump (1994)	Forrest Gump (1994)	356	20
483	Dances with Wolves (1990)	Dances with Wolves (1990)	590	21
483	Terminator 2: Judgment Day (1991)	Terminator 2: Judgment Day (1991)	589	22
483	Aladdin (1992)	Aladdin (1992)	588	23
483	Sin City (2005)	Sin City (2005)	32587	24
483	The Wizard of Oz (1939)	Wizard of Oz, The (1939)	919	25
483	Apollo 13 (1995)	Apollo 13 (1995)	150	26
483	Bowling for Columbine (2002)	Bowling for Columbine (2002)	5669	27
483	Fahrenheit 9/11 (2004)	Fahrenheit 9/11 (2004)	8622	28
483	Roger & Me (1989)	Roger & Me (1989)	2064	29
483	Super Size Me (2004)	Super Size Me (2004)	8464	30
483	The Maltese Falcon (1941)	Maltese Falcon, The (1941)	913	31
483	Toy Story (1995)	Toy Story (1995)	1	32
483	Tombstone (1993)	Tombstone (1993)	553	33
483	Seven (a.k.a. Se7en) (1995)	Seven (a.k.a. Se7en) (1995)	47	34
483	Willy Wonka & the Chocolate Factory (1971)	Willy Wonka & the Chocolate Factory (1971)	1073	35
483	Usual Suspects, The (1995)	Usual Suspects, The (1995)	50	36
483	Alien (1979)	Alien (1979)	1214	37
483	Dark City (1998)	Dark City (1998)	1748	38
483	L.A. Confidential (1997)	L.A. Confidential (1997)	1617	39
483	Beauty and the Beast (1991)	Beauty and the Beast (1991)	595	40
483	Shrek (2001)	Shrek (2001)	4306	41
483	The Lion King (1994)	The Monkey King (1964)	134019	42
483	The Shining (1980)	The Shining (1997)	180263	43
483	Finding Nemo (2003)	Finding Nemo (2003)	6377	44
483	Chinatown (1974)	Chinatown (1974)	1252	45
483	Braveheart (1995)	Braveheart (1995)	110	46
483	The Terminator (1984)	Terminator, The (1984)	1240	47
483	The Godfather (1972)	Godfather, The (1972)	858	48
483	The Big Lebowski (1998)	Big Lebowski, The (1998)	1732	49
483	The Graduate (1967)	The Grandmother (1970)	161032	50
83	The Lord of the Rings: The Fellowship of the Ring (2001)	Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	1
83	The Dark Knight (2008)	Dark Knight, The (2008)	58559	2
83	The Shawshank Redemption (1994)	Shawshank Redemption, The (1994)	318	3
83	The Matrix (1999)	Matrix, The (1999)	2571	4
83	Inception (2010)	Inception (2010)	79132	5
83	The Silence of the Lambs (1991)	The Silence of the Hams (1994)	135937	6
83	The Sixth Sense (1999)	Sixth Sense, The (1999)	2762	7
83	Pulp Fiction (1994)	Pulp Fiction (1994)	296	8
83	The Usual Suspects (1995)	Usual Suspects, The (1995)	50	9
83	The Lord of the Rings: The Two Towers (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	10
83	Schindler's List (1993)	Schindler's List (1993)	527	11
83	American Beauty (1999)	American Beauty (1999)	2858	12
83	Star Wars: Episode IV - A New Hope (1977)	Star Wars: Episode IV - A New Hope (1977)	260	13
83	Aliens (1986)	Aliens (1986)	1200	14
83	Terminator 2: Judgment Day (1991)	Terminator 2: Judgment Day (1991)	589	15
83	The Princess Bride (1987)	Princess Bride, The (1987)	1197	16
83	The Good, the Bad and the Ugly (1966)	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	17
83	The Wizard of Oz (1939)	Wizard of Oz, The (1939)	919	18
83	The Dark City (1998)	Dark City (1998)	1748	19
83	The L.A. Confidential (1997)	L.A. Confidential (1997)	1617	20
83	The Fargo (1996)	Fargo (1996)	608	21
83	The Chinatown (1974)	Chinatown (1974)	1252	22
83	The Finding Nemo (2003)	Finding Nemo (2003)	6377	23
83	The Shining (1980)	The Shining (1997)	180263	24
83	The Lion King (1994)	The Monkey King (1964)	134019	25
83	The Braveheart (1995)	Braveheart (1995)	110	26
83	The Saving Private Ryan (1998)	Saving Private Ryan (1998)	2028	27
83	The Beauty and the Beast (1991)	Beauty and the Beast (1991)	595	28
83	The Jurassic Park (1993)	Jurassic Park (1993)	480	29
83	The Back to the Future Part III (1990)	Back to the Future Part III (1990)	2012	30
83	The Dances with Wolves (1990)	Dances with Wolves (1990)	590	31
83	The Aladdin (1992)	Aladdin (1992)	588	32
83	The Sin City (2005)	Sin City (2005)	32587	33
83	The The Sixth Sense (1999)	Sixth Sense, The (1999)	2762	34
83	The The Dark Knight (2008)	Dark Knight, The (2008)	58559	35
83	The The Lord of the Rings: The Two Towers (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	36
83	The The Alien (1979)	The Thief (1997)	8025	37
83	The The Shawshank Redemption (1994)	Shawshank Redemption, The (1994)	318	38
83	The The Usual Suspects (1995)	Usual Suspects, The (1995)	50	39
83	The The Good, the Bad and the Ugly (1966)	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	40
83	The The Star Wars: Episode V - The Empire Strikes Back (1980)	Star Wars: Episode V - The Empire Strikes Back (1980)	1196	41
83	The The American Beauty (1999)	American Beauty (1999)	2858	42
83	The The Pulp Fiction (1994)	Pulp Fiction (1994)	296	43
83	The The Tombstone (1993)	Tombstone (1993)	553	44
