userId	chatGPT_title	dataset_name	itemId	rank
88	The Departed (2006)	Departed, The (2006)	48516	1
88	The Prestige (2006)	The Prime Gig (2000)	172233	2
88	American History X (1998)	American History X (1998)	2329	3
88	Reservoir Dogs (1992)	Reservoir Dogs (1992)	1089	4
88	The Usual Suspects (1995)	Usual Suspects, The (1995)	50	5
88	The Sixth Sense (1999)	Sixth Sense, The (1999)	2762	6
88	American Beauty (1999)	American Beauty (1999)	2858	7
88	The Green Mile (1999)	Green Mile, The (1999)	3147	8
88	The Silence of the Lambs (1991)	The Silence of the Hams (1994)	135937	9
88	The Shawshank Redemption (1994)	Shawshank Redemption, The (1994)	318	10
88	Fight Club (1999)	Fight Club (1999)	2959	11
88	The Matrix (1999)	Matrix, The (1999)	2571	12
88	The Dark Knight Rises (2012)	Dark Knight Rises, The (2012)	91529	13
88	The Dark Knight (2008)	Dark Knight, The (2008)	58559	14
88	Shutter Island (2010)	Shutter Island (2010)	74458	15
88	The Bourne Ultimatum (2007)	Bourne Ultimatum, The (2007)	54286	16
88	The Bourne Legacy (2012)	Bourne Legacy, The (2012)	91535	17
88	The Bourne Supremacy (2004)	Bourne Supremacy, The (2004)	8665	18
88	The Bourne Identity (2002)	Bourne Identity, The (2002)	5418	19
88	The Lord of the Rings: The Fellowship of the Ring (2001)	Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	20
88	The Lord of the Rings: The Return of the King (2003)	Lord of the Rings: The Return of the King, The (2003)	7153	21
88	The Lord of the Rings: The Two Towers (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	22
88	The Pianist (2002)	The Machinist (2004)	8950	23
88	28 Weeks Later (2007)	28 Weeks Later (2007)	53000	24
88	28 Days Later (2002)	28 Days Later (2002)	6502	25
88	Kill Bill: Vol. 2 (2004)	Kill Bill: Vol. 2 (2004)	7438	26
88	Kill Bill: Vol. 1 (2003)	Kill Bill: Vol. 1 (2003)	6874	27
88	Big Fish (2003)	Big Fish (2003)	7147	28
88	Inception (2010)	Inception (2010)	79132	29
88	The Machinist (2004)	The Machinist (2004)	8950	30
88	Inglourious Basterds (2009)	Inglourious Basterds (2009)	68157	31
88	The Dark Knight Rises (2012)	Dark Knight Rises, The (2012)	91529	32
88	The Dark Knight (2008)	Dark Knight, The (2008)	58559	33
88	There Will Be Blood (2007)	There Will Be Blood (2007)	56782	34
88	No Country for Old Men (2007)	No Country for Old Men (2007)	55820	35
88	Children of Men (2006)	Children of Men (2006)	48774	36
88	A Beautiful Mind (2001)	Beautiful Mind, A (2001)	4995	37
88	Little Miss Sunshine (2006)	Little Miss Sunshine (2006)	46578	38
88	Memento (2000)	Memento (2000)	4226	39
88	Casino (1995)	Casino (1995)	16	40
88	Friday (1995)	Friday (1995)	69	41
88	Clerks (1994)	Clerks (1994)	223	42
88	Schindler's List (1993)	Schindler's List (1993)	527	43
88	Ocean's Eleven (2001)	Ocean's Eleven (2001)	4963	44
88	One Flew Over the Cuckoo's Nest (1975)	One Flew Over the Cuckoo's Nest (1975)	1193	45
88	The Big Lebowski (1998)	Big Lebowski, The (1998)	1732	46
88	Fear and Loathing in Las Vegas (1998)	Fear and Loathing in Las Vegas (1998)	1884	47
88	Poltergeist (1982)	Poltergeist (1982)	1994	48
88	Lock, Stock & Two Smoking Barrels (1998)	Lock, Stock & Two Smoking Barrels (1998)	2542	49
88	The Boondock Saints (1999)	Boondock Saints, The (2000)	3275	50
593	Pulp Fiction (1994)	Pulp Fiction (1994)	296	1
593	The Shawshank Redemption (1994)	Shawshank Redemption, The (1994)	318	2
593	The Godfather (1972)	Godfather, The (1972)	858	3
593	The Dark Knight (2008)	Dark Knight, The (2008)	58559	4
593	Schindler's List (1993)	Schindler's List (1993)	527	5
593	The Lord of the Rings: The Return of the King (2003)	Lord of the Rings: The Return of the King, The (2003)	7153	6
593	The Lord of the Rings: The Two Towers (2002)	Lord of the Rings: The Two Towers, The (2002)	5952	7
593	The Lord of the Rings: The Fellowship of the Ring (2001)	Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	8
593	The Godfather: Part II (1974)	Godfather: Part II, The (1974)	1221	9
593	The Silence of the Lambs (1991)	The Silence of the Hams (1994)	135937	10
593	The Usual Suspects (1995)	Usual Suspects, The (1995)	50	11
593	The Empire Strikes Back (1980)	Star Wars: Episode V - The Empire Strikes Back (1980)	1196	12
593	The Matrix (1999)	Matrix, The (1999)	2571	13
593	The Departed (2006)	Departed, The (2006)	48516	14
593	The Prestige (2006)	The Prime Gig (2000)	172233	15
593	The Green Mile (1999)	Green Mile, The (1999)	3147	16
593	The Truman Show (1998)	Truman Show, The (1998)	1682	17
593	The Sixth Sense (1999)	Sixth Sense, The (1999)	2762	18
593	The Social Network (2010)	Social Network, The (2010)	80463	19
593	The Curious Case of Benjamin Button (2008)	Curious Case of Benjamin Button, The (2008)	64957	20
593	The Bourne Identity (2002)	Bourne Identity, The (2002)	5418	21
593	The Bourne Supremacy (2004)	Bourne Supremacy, The (2004)	8665	22
593	The Bourne Ultimatum (2007)	Bourne Ultimatum, The (2007)	54286	23
593	The Incredibles (2004)	Incredibles, The (2004)	8961	24
593	The Aviator (2004)	The Alamo (2004)	7379	25
593	The Departed (2006)	Departed, The (2006)	48516	26
593	The Pursuit of Happyness (2006)	Pursuit of Happiness (2001)	8131	27
593	The Lives of Others (2006)	Lives of Others, The (Das leben der Anderen) (2006)	44555	28
593	The Dark Knight Rises (2012)	Dark Knight Rises, The (2012)	91529	29
593	The Grand Budapest Hotel (2014)	Grand Budapest Hotel, The (2014)	109374	30
593	The Revenant (2015)	The Revenant (2015)	139385	31
593	The Martian (2015)	The Martian (2015)	134130	32
593	The Shape of Water (2017)	The Shape of Water (2017)	180031	33
593	The Favourite (2018)	The Commuter (2018)	183011	34
593	The Irishman (2019)	Kill the Irishman (2011)	86628	35
593	The Father (2020)	The FP (2012)	136540	37
593	The Sound of Music (1965)	Sound of Music, The (1965)	1035	38
593	The Graduate (1967)	The Grandmother (1970)	161032	39
