userId	chatGPT_title	dataset_name	itemId	rank
1104	[' The Catcher in the Rye']	The Catcher in the Rye	3	1
1104	[' The Giver']	The Giver	42	2
1104	[' Life of Pi']	Life of Pi	920	3
1104	[' The Fountainhead']	The Fountainhead	203	4
1104	[' A Million Little Pieces']	A Million Little Pieces	880	5
1104	[' Hate List']	Hate List	1330	6
1104	[' Insomnia (novel)']	Insomnia (novel)	537	7
1104	[' The Green Mile (novel)']	The Green Mile (novel)	1414	8
1104	[' Sharp Objects']	Sharp Objects	2147	9
1104	[' First Person Plural: My Life As a Multiple']	First Person Plural: My Life As a Multiple	2146	10
1104	[' The Body of Christopher Creed']	The Body of Christopher Creed	1780	11
1104	[' The Notebook (novel)']	The Notebook (novel)	114	12
1104	[' The Phantom of the Opera']	The Phantom of the Opera	46	13
1104	[' I Hope They Serve Beer in Hell']	I Hope They Serve Beer in Hell	394	14
1104	[' Rant (novel)']	Rant (novel)	1617	15
1104	[' Into Thin Air']	Into Thin Air	1545	16
1104	[' Great Expectations']	Great Expectations	247	17
1104	[' Nineteen Eighty-Four']	Nineteen Eighty-Four	288	18
1104	[' Cosmos (book)']	Cosmos (book)	832	19
1104	[' The Picture of Dorian Gray']	The Picture of Dorian Gray	5	20
1104	[' Brave New World']	Brave New World	7	21
1104	"["" Everything's Eventual""]"	Everything's Eventual	748	22
1104	[' A Lesson Before Dying']	A Lesson Before Dying	1422	23
1104	[' Crank (novel)']	Crank (novel)	386	24
1104	[' Misery (novel)']	Misery (novel)	345	25
1104	[' Go Ask Alice']	Go Ask Alice	104	26
1104	[' Extremely Loud and Incredibly Close']	Extremely Loud and Incredibly Close	713	27
1104	[' The Stranger (novel)']	The Stranger (novel)	117	28
1104	[' The Vampire Lestat']	The Vampire Lestat	400	29
1104	[' The Adventures of Tom Sawyer']	The Adventures of Tom Sawyer	169	30
1104	[' The Prince']	The Prince	457	31
1104	[' Inheritance Cycle']	Inheritance Cycle	134	32
1104	[' Identical (novel)']	Identical (novel)	883	33
1104	[' Wintergirls']	Wintergirls	2454	34
1104	[' Roots: The Saga of an American Family']	Roots: The Saga of an American Family	416	35
1104	[' Lullaby (Palahniuk novel)']	Lullaby (Palahniuk novel)	822	36
1104	[' His Dark Materials']	His Dark Materials	216	37
1104	[' Peter and Wendy']	Peter and Wendy	545	38
1104	[' Fahrenheit 451']	Fahrenheit 451	73	39
1104	[' Fullmetal Alchemist']	Fullmetal Alchemist	618	40
1104	[' Iliad']	Iliad	651	41
1104	[' Walden']	Walden	1509	42
1104	[' One Hundred Years of Solitude']	One Hundred Years of Solitude	320	43
1104	[' Harry Potter']	Harry Potter	8	44
1104	[' The Smurfs']	The Smurfs	133	45
1104	[' The Graveyard Book']	The Graveyard Book	1221	46
1104	[' Slaughterhouse-Five']	Slaughterhouse-Five	160	47
1104	[' Frankenstein']	Frankenstein	32	48
1104	[' A Farewell to Arms']	A Farewell to Arms	876	49
1104	[' Paradise Lost']	Paradise Lost	214	50
846	[' Twilight series']	Twilight (series)	10	2
846	[' Maximum Ride series']	Maximum Ride	431	3
846	 Evermore	Evermore (book)	12	4
846	 Last Sacrifice	Last Sacrifice	1893	5
846	 The Hobbit	The Hobbit	19	6
846	[' The Hunger Games series']	The Hunger Games	331	7
846	 The Zombie Survival Guide	The Zombie Survival Guide	275	8
846	"["" Alice's Adventures in Wonderland""]"	Alice's Adventures in Wonderland	145	9
846	[' The Chronicles of Narnia: Prince Caspian']	The Chronicles of Narnia: Prince Caspian	83	10
846	[' The Great Gatsby']	The Great Gatsby	6	11
846	[' Romeo and Juliet']	Romeo and Juliet	585	12
846	[' The Picture of Dorian Gray']	The Picture of Dorian Gray	5	13
846	[' Memoirs of a Geisha']	Memoirs of a Geisha	312	14
846	[' The Lord of the Rings series']	The Lord of the Rings	50	15
846	[' The Catcher in the Rye']	The Catcher in the Rye	3	16
846	 The Secret	The Secret Garden	294	18
846	 The Silmarillion	The Silmarillion	25	19
846	[' The Spiderwick Chronicles']	The Spiderwick Chronicles	1339	20
846	[' The Sea of Trolls']	The Sea of Trolls	1337	21
846	[' The Revenge of the Shadow King']	The Revenge of the Shadow King	2924	22
846	[' The Coldest Winter Ever']	The Coldest Winter Ever	1530	23
846	[' The Sleeping Beauty (novel)']	The Sleeping Beauty (novel)	1338	24
846	[' The Chronicles of Narnia series']	The Chronicles of Narnia	254	25
846	[' The Umbrella Academy']	The Umbrella Academy	558	26
846	[' The Wolves of Mercy Falls series']	The Wolves of Mercy Falls	1192	27
846	[' Fablehaven series']	Fablehaven	780	28
846	[' The Hunt for Red October']	The Hunt for Red October	1945	29
846	[' Angels & Demons']	Angels & Demons	96	30
846	[' The Nanny Diaries']	The Nanny Diaries	2610	31
846	[' Inkspell']	Inkspell	138	32
846	 The Hamlet	The Hamlet	163	33
846	[' The Fathom comics']	Fathom (comics)	1648	35
846	[' The Black Butler series']	Black Butler	1719	36
846	"["" The Alice's Adventures in Wonderland series""]"	Alice's Adventures in Wonderland	145	37
846	 The Macbeth	Macbeth	53	39
846	 The A Midsummer Night's Dream	A Midsummer Night's Dream	162	40
846	 The Peter and Wendy	Peter and Wendy	545	41
846	[' The Winnie-the-Pooh series']	Winnie-the-Pooh (book)	21	42
846	 The Clear and Present Danger	Clear and Present Danger	2881	43
846	 The Starship Troopers	Starship Troopers	147	44
846	 The Miss Christina	Miss Christina	1649	45
846	 The I Am America (And So Can You!)	I Am America (And So Can You!)	711	46
846	 The An Inconvenient Book	An Inconvenient Book	1931	47
846	 The Charlie and the Chocolate Factory	Charlie and the Chocolate Factory	845	48
846	[' The Black Butler series']	Black Butler	1719	49
88	 The Way of Kings	The Way of Kings	2428	1
88	 The Unbearable Lightness of Being	The Unbearable Lightness of Being	1	2
88	 The Plague	The Plague	438	3
88	 Illusions (Bach novel)	Illusions (Bach novel)	437	4
88	 Animal Farm	Animal Farm	187	5
88	 Tigana	Tigana	439	6
88	 American Gods	American Gods	143	7
88	 The Kite Runner	The Kite Runner	112	8
88	 Brave New World	Brave New World	7	9
88	 The Things They Carried	The Things They Carried	440	10
88	 Dune (novel)	Dune (novel)	70	11
88	 By the River Piedra I Sat Down and Wept	By the River Piedra I Sat Down and Wept	441	12
88	[' The Power of Myth']	The Power of Myth	910	13
88	[' The Psychedelic Experience']	The Psychedelic Experience	240	14
88	[' Like Water for Chocolate']	Like Water for Chocolate	1197	15
88	[' Macbeth']	Macbeth	53	16
88	[' Civil Disobedience (Thoreau)']	Civil Disobedience (Thoreau)	2504	17
88	[' Thus Spoke Zarathustra']	Thus Spoke Zarathustra	691	18
88	[' Lolita']	Lolita	428	19
88	[' Fear and Loathing in Las Vegas']	Fear and Loathing in Las Vegas	242	20
88	[' The Sandman (book)']	The Sandman (book)	922	21
88	[' Johnny the Homicidal Maniac']	Johnny the Homicidal Maniac	794	22
88	[' A Handful of Dust']	A Handful of Dust	2859	23
88	[' The Great Gatsby']	The Great Gatsby	6	24
88	[' A Clockwork Orange']	A Clockwork Orange	807	25
88	[' Good to Great']	Good to Great	1680	26
88	[' The Vampire Chronicles']	The Vampire Chronicles	601	27
88	[' Northern Lights (novel)']	Northern Lights (novel)	360	28
88	[' One Hundred Years of Solitude']	One Hundred Years of Solitude	320	29
88	[' Atlas Shrugged']	Atlas Shrugged	206	30
88	[' The Namesake']	The Namesake	666	31
88	[' Confessions of an Economic Hit Man']	Confessions of an Economic Hit Man	1991	32
88	[' The Last Temptation of Christ']	The Last Temptation of Christ	1605	33
88	[' Dracula']	Dracula	2	34
88	[' The Elegant Universe']	The Elegant Universe	1929	35
88	[' Good Omens']	Good Omens	1211	36
88	[' Running with Scissors (memoir)']	Running with Scissors (memoir)	244	37
88	[' Ghost Wars']	Ghost Wars	58	38
88	[' The Witch of Portobello']	The Witch of Portobello	333	39
88	[' The Master and Margarita']	The Master and Margarita	1316	40
88	[' Eva Luna']	Eva Luna	1711	41
88	[' Divine Comedy']	Divine Comedy	1107	42
88	[' The Rigveda: A Historical Analysis']	The Rigveda: A Historical Analysis	2503	43
88	[' Ulysses (novel)']	Ulysses (novel)	482	44
88	[' The Satanic Verses']	The Satanic Verses	354	45
88	[' Das Nibelungenlied: Ein Heldenepos in 39 Abenteuern']	Das Nibelungenlied: Ein Heldenepos in 39 Abenteuern	913	46
88	[' The Seven Habits of Highly Effective People']	The Seven Habits of Highly Effective People	941	47
88	[' Don Quixote']	Don Quixote	650	48
88	[' Inferno (Dante)']	Inferno (Dante)	99	49
88	[' Lords of Chaos (book)']	Lords of Chaos (book)	911	50
1143	[' The Secret History']	The Secret History	1988	1
1143	[' The Book Thief']	The Book Thief	266	2
1143	[' The Great Gatsby']	The Great Gatsby	6	3
1143	[' The Silence of the Lambs (novel)']	The Silence of the Lambs (novel)	207	4
1143	[' The Secret Life of Bees']	The Secret Life of Bees	102	5
1143	[' The Princess Bride']	The Princess Bride	144	6
1143	[' The Curious Incident of the Dog in the Night-Time']	The Curious Incident of the Dog in the Night-Time	463	7
1143	[' The Da Vinci Code']	The Da Vinci Code	278	8
1143	[' The Catcher in the Rye']	The Catcher in the Rye	3	9
1143	[' The Five People You Meet in Heaven']	The Five People You Meet in Heaven	128	10
1143	[' The Glass Menagerie']	The Glass Menagerie	1280	11
1143	"["" The Memory Keeper's Daughter""]"	The Memory Keeper's Daughter	1078	12
1143	[' The Pact (novel)']	The Pact (novel)	1683	13
1143	[' The Secret Garden']	The Secret Garden	294	14
1143	[' The Wedding (Steel novel)']	The Wedding (Steel novel)	488	15
1143	[' The Tipping Point']	The Tipping Point	675	16
1143	[' The 48 Laws of Power']	The 48 Laws of Power	456	17
1143	[' The Brain That Changes Itself']	The Brain That Changes Itself	1063	18
1143	[' The Watchmen (novel)']	The Watchmen (novel)	304	19
1143	[' The Hobbit']	The Hobbit	19	20
1143	[' The Tempest']	The Tempest	334	21
1143	[' The Five Love Languages']	The Five Love Languages	2386	22
1143	[' The Scarlet Pimpernel']	The Scarlet Pimpernel	544	23
1143	[' The Catcher in the Rye']	The Catcher in the Rye	3	24
